Entry,TRYName,matchType,Confidence,GBIFStatus,rank,AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,GrowthForm,Notes
3379,Guarea rhopalocarpa,EXACT,100,ACCEPTED,SPECIES,Guarea rhopalocarpa,Guarea,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,
3380,Guarea scabra,EXACT,100,ACCEPTED,SPECIES,Guarea scabra,Guarea,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,
3381,Guarea silvatica,EXACT,100,ACCEPTED,SPECIES,Guarea silvatica,Guarea,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,
3382,Guarea sp,HIGHERRANK,95,ACCEPTED,GENUS,Guarea,Guarea,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,
3383,Guarea sp3,EXACT,95,ACCEPTED,GENUS,Guarea,Guarea,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,
3384,Guarea tonduzii,EXACT,100,SYNONYM,SPECIES,Guarea glabra,Guarea,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,
3385,Guarea trunciflora,EXACT,100,ACCEPTED,SPECIES,Guarea trunciflora,Guarea,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,
3386,Guariuba,MANUAL,100,ACCEPTED,SPECIES,Clarisia racemosa,Clarisia,Moraceae,Rosales,Magnoliopsida,Tracheophyta,Tree,Common name provided; used literature and location to assign name
3387,Guarubarana,MANUAL,100,ACCEPTED,SPECIES,Erisma uncinatum,Erisma,Vochysiaceae,Myrtales,Magnoliopsida,Tracheophyta,Tree,Common name provided; used literature and location to assign species
3388,Guatteria aberrans,EXACT,100,ACCEPTED,SPECIES,Guatteria aberrans,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3389,Guatteria acutissima,EXACT,100,ACCEPTED,SPECIES,Guatteria acutissima,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3390,Guatteria aeruginosa,EXACT,100,ACCEPTED,SPECIES,Guatteria aeruginosa,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3391,Guatteria alutacea,EXACT,100,ACCEPTED,SPECIES,Guatteria alutacea,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3392,Guatteria amplifolia,EXACT,100,ACCEPTED,SPECIES,Guatteria amplifolia,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3393,Guatteria anthracina,EXACT,100,ACCEPTED,SPECIES,Guatteria anthracina,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3394,Guatteria asplundiana,EXACT,100,ACCEPTED,SPECIES,Guatteria asplundiana,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3395,Guatteria australis,EXACT,100,ACCEPTED,SPECIES,Guatteria australis,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3396,Guatteria blepharophylla,EXACT,100,ACCEPTED,SPECIES,Guatteria blepharophylla,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3397,Guatteria calimensis,EXACT,100,ACCEPTED,SPECIES,Guatteria calimensis,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3398,Guatteria cargadero,EXACT,100,ACCEPTED,SPECIES,Guatteria cargadero,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3399,Guatteria caribaea,EXACT,100,ACCEPTED,SPECIES,Guatteria caribaea,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3400,Guatteria chiriquiensis,EXACT,100,ACCEPTED,SPECIES,Guatteria chiriquiensis,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3401,Guatteria citriodora,EXACT,100,ACCEPTED,SPECIES,Guatteria citriodora,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3402,Guatteria decurrens,EXACT,100,ACCEPTED,SPECIES,Guatteria decurrens,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3403,Guatteria diospyroides,EXACT,100,ACCEPTED,SPECIES,Guatteria diospyroides,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3404,Guatteria discolor,EXACT,100,ACCEPTED,SPECIES,Guatteria discolor,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3405,Guatteria dumetorum,EXACT,100,ACCEPTED,SPECIES,Guatteria dumetorum,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3406,Guatteria galeottiana,EXACT,100,ACCEPTED,SPECIES,Guatteria galeottiana,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3407,Guatteria gigante,HIGHERRANK,96,ACCEPTED,GENUS,Guatteria,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
3408,Guatteria gransmoothie,HIGHERRANK,96,ACCEPTED,GENUS,Guatteria,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
3409,Guatteria guentheri,EXACT,100,ACCEPTED,SPECIES,Guatteria guentheri,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3410,Guatteria guianensis,EXACT,99,ACCEPTED,SPECIES,Guatteria guianensis,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3411,Guatteria hirsuta,EXACT,100,ACCEPTED,SPECIES,Guatteria hirsuta,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3412,Guatteria jefensis,EXACT,100,ACCEPTED,SPECIES,Guatteria jefensis,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3413,Guatteria lucens,EXACT,100,ACCEPTED,SPECIES,Guatteria lucens,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3414,Guatteria megalophylla,EXACT,100,ACCEPTED,SPECIES,Guatteria megalophylla,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3415,Guatteria modesta,EXACT,100,ACCEPTED,SPECIES,Guatteria modesta,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3416,Guatteria olivacea,EXACT,100,ACCEPTED,SPECIES,Guatteria olivacea,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3417,Guatteria ouregou,EXACT,99,ACCEPTED,SPECIES,Guatteria ouregou,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3418,Guatteria pastazae,EXACT,100,ACCEPTED,SPECIES,Guatteria pastazae,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3419,Guatteria planerdorita,HIGHERRANK,96,ACCEPTED,GENUS,Guatteria,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
3420,Guatteria poeppigiana,EXACT,100,ACCEPTED,SPECIES,Guatteria poeppigiana,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3421,Guatteria pudica,EXACT,100,ACCEPTED,SPECIES,Guatteria pudica,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3422,Guatteria punctata,EXACT,100,ACCEPTED,SPECIES,Guatteria punctata,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3423,Guatteria punctomarron,HIGHERRANK,96,ACCEPTED,GENUS,Guatteria,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
3424,Guatteria recurvisepala,EXACT,100,ACCEPTED,SPECIES,Guatteria recurvisepala,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3425,Guatteria rostrata,EXACT,100,ACCEPTED,SPECIES,Guatteria rostrata,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3426,Guatteria schomburgkiana,EXACT,100,ACCEPTED,SPECIES,Guatteria schomburgkiana,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3427,Guatteria sp,EXACT,80,ACCEPTED,GENUS,Guatteria,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3428,Guatteria sp1,EXACT,96,ACCEPTED,GENUS,Guatteria,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3429,Guatteria sp2,HIGHERRANK,95,ACCEPTED,GENUS,Guatteria,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3430,Guatteria sp2,HIGHERRANK,95,ACCEPTED,GENUS,Guatteria,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3431,Guatteria terminalis,EXACT,100,ACCEPTED,SPECIES,Guatteria terminalis,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3432,Guatteria villosissima,EXACT,100,ACCEPTED,SPECIES,Guatteria villosissima,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3433,Guatteria vilosissima,EXACT,100,ACCEPTED,SPECIES,Guatteria villosissima,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3434,Guatteria wachenheimii,EXACT,100,ACCEPTED,SPECIES,Guatteria wachenheimii,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3435,Guatteria xylopioides,EXACT,100,SYNONYM,SPECIES,Guatteria campestris,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
3436,Guazuma crinita,EXACT,100,ACCEPTED,SPECIES,Guazuma crinita,Guazuma,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,
3437,Guazuma ulmifolia,EXACT,99,ACCEPTED,SPECIES,Guazuma ulmifolia,Guazuma,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,
3438,Guettarda acreana,EXACT,99,ACCEPTED,SPECIES,Stenostomum acreanum,Stenostomum,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,NGEE-Tropics entry
3439,Guettarda angelica,EXACT,99,ACCEPTED,SPECIES,Guettarda angelica,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,Tree,Life form obtained from: Fernandes MF; Cardoso D; de Queiroz LP. 2020. An updated plant checklist of the Brazilian Caatinga seasonally dry forests and woodlands reveals high species richness and endemism. J. Arid Environ. 174: 104079. doi:10.1016/j.jaridenv.2019.104079.
3440,Guettarda argentea,EXACT,100,ACCEPTED,SPECIES,Guettarda argentea,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3441,Guettarda aromatica,EXACT,100,ACCEPTED,SPECIES,Guettarda aromatica,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3442,Guettarda combsii,EXACT,100,ACCEPTED,SPECIES,Guettarda combsii,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3443,Guettarda crispiflora,EXACT,100,SYNONYM,SPECIES,Tournefortiopsis crispiflora,Tournefortiopsis,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3444,Guettarda elliptica,EXACT,99,ACCEPTED,SPECIES,Guettarda elliptica,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3445,Guettarda foliacea,EXACT,100,ACCEPTED,SPECIES,Guettarda foliacea,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3446,Guettarda hirsuta,EXACT,99,ACCEPTED,SPECIES,Tournefortiopsis hirsuta,Tournefortiopsis,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3447,Guettarda krugii,EXACT,100,ACCEPTED,SPECIES,Guettarda krugii,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3448,Guettarda macrosperma,EXACT,100,ACCEPTED,SPECIES,Guettarda macrosperma,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3449,Guettarda odorata,EXACT,100,ACCEPTED,SPECIES,Guettarda odorata,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3450,Guettarda ovalifolia,EXACT,100,ACCEPTED,SPECIES,Guettarda ovalifolia,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3451,Guettarda platypoda,EXACT,100,ACCEPTED,SPECIES,Guettarda platypoda,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3452,Guettarda pungens,EXACT,100,ACCEPTED,SPECIES,Guettarda pungens,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3453,Guettarda scabra,EXACT,99,ACCEPTED,SPECIES,Guettarda scabra,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3454,Guettarda spruceana,EXACT,100,ACCEPTED,SPECIES,Guettarda spruceana,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3455,Guettarda valenzuelana,EXACT,100,ACCEPTED,SPECIES,Guettarda valenzuelana,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3456,Guettarda viburnoides,EXACT,100,ACCEPTED,SPECIES,Guettarda viburnoides,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3457,Guibourtia chodatiana,EXACT,99,ACCEPTED,SPECIES,Guibourtia chodatiana,Guibourtia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
3458,Gunnera magellanica,EXACT,100,ACCEPTED,SPECIES,Gunnera magellanica,Gunnera,Gunneraceae,Gunnerales,Magnoliopsida,Tracheophyta,,
3459,Gurania bignoniacea,EXACT,100,ACCEPTED,SPECIES,Gurania bignoniacea,Gurania,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,,
3460,Gurania coccinea,EXACT,100,SYNONYM,SPECIES,Gurania bignoniacea,Gurania,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,,
3461,Gurania makoyana,EXACT,100,ACCEPTED,SPECIES,Gurania makoyana,Gurania,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,,
3462,Gurania sp,EXACT,80,ACCEPTED,GENUS,Gurania,Gurania,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,,
3463,Gurania tubulosa,EXACT,100,ACCEPTED,SPECIES,Gurania tubulosa,Gurania,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,,
3464,Gustavia augusta,EXACT,99,ACCEPTED,SPECIES,Gustavia augusta,Gustavia,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
3465,Gustavia elliptica,EXACT,100,ACCEPTED,SPECIES,Gustavia elliptica,Gustavia,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
3466,Gustavia fosteri,EXACT,100,ACCEPTED,SPECIES,Gustavia fosteri,Gustavia,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
3467,Gustavia hexapetala,EXACT,99,ACCEPTED,SPECIES,Gustavia hexapetala,Gustavia,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
3468,Gustavia longifolia,EXACT,99,ACCEPTED,SPECIES,Gustavia longifolia,Gustavia,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
3469,Gustavia poeppigiana,EXACT,100,ACCEPTED,SPECIES,Gustavia poeppigiana,Gustavia,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
3470,Gustavia superba,EXACT,100,ACCEPTED,SPECIES,Gustavia superba,Gustavia,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
3471,Gutierrezia mandonii,EXACT,100,ACCEPTED,SPECIES,Gutierrezia mandonii,Gutierrezia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
3472,Guzmania biomeleid,HIGHERRANK,96,ACCEPTED,GENUS,Guzmania,Guzmania,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
3473,Guzmania lingulata,EXACT,100,ACCEPTED,SPECIES,Guzmania lingulata,Guzmania,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,
3474,Guzmania monostachia,EXACT,100,ACCEPTED,SPECIES,Guzmania monostachia,Guzmania,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,
3475,Guzmania subcorymbosa,EXACT,100,ACCEPTED,SPECIES,Guzmania subcorymbosa,Guzmania,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,
3476,Gyminda latifolia,EXACT,100,ACCEPTED,SPECIES,Gyminda latifolia,Gyminda,Celastraceae,Celastrales,Magnoliopsida,Tracheophyta,,
3477,Gymnanthes klotzschiana,EXACT,100,SYNONYM,SPECIES,Sebastiania klotzschiana,Sebastiania,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3478,Gymnanthes lucida,EXACT,100,ACCEPTED,SPECIES,Gymnanthes lucida,Gymnanthes,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3479,Gymnanthes riparia,EXACT,100,ACCEPTED,SPECIES,Gymnanthes riparia,Gymnanthes,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3480,Gymnopodium floribundum,EXACT,100,ACCEPTED,SPECIES,Gymnopodium floribundum,Gymnopodium,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,
3481,Gymnopogon foliosus,EXACT,100,ACCEPTED,SPECIES,Gymnopogon foliosus,Gymnopogon,Poaceae,Poales,Liliopsida,Tracheophyta,,
3482,Gymnosporia undata,EXACT,100,ACCEPTED,SPECIES,Gymnosporia undata,Gymnosporia,Celastraceae,Celastrales,Magnoliopsida,Tracheophyta,,
3483,Gynoxys cuicochensis,EXACT,100,ACCEPTED,SPECIES,Gynoxys cuicochensis,Gynoxys,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
3484,Gynoxys sp,EXACT,80,ACCEPTED,GENUS,Gynoxys,Gynoxys,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
3485,Gyrocarpus jatrophifolius,EXACT,100,ACCEPTED,SPECIES,Gyrocarpus jatrophifolius,Gyrocarpus,Hernandiaceae,Laurales,Magnoliopsida,Tracheophyta,,
3486,Gyrotaenia microcarpa,EXACT,100,ACCEPTED,SPECIES,Gyrotaenia microcarpa,Gyrotaenia,Urticaceae,Rosales,Magnoliopsida,Tracheophyta,,
3487,Gyrotaenia spicata,EXACT,100,ACCEPTED,SPECIES,Gyrotaenia spicata,Gyrotaenia,Urticaceae,Rosales,Magnoliopsida,Tracheophyta,,
3488,Haematoxylum boreale,EXACT,100,SYNONYM,SPECIES,Haematoxylum brasiletto,Haematoxylum,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
3489,Haematoxylum brasiletto,EXACT,100,ACCEPTED,SPECIES,Haematoxylum brasiletto,Haematoxylum,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
3490,Haematoxylum campechianum,EXACT,100,ACCEPTED,SPECIES,Haematoxylum campechianum,Haematoxylum,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
3491,Haenianthus incrassatus,EXACT,100,ACCEPTED,SPECIES,Haenianthus incrassatus,Haenianthus,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3492,Haenianthus salicifolius,EXACT,100,ACCEPTED,SPECIES,Haenianthus salicifolius,Haenianthus,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3493,Halenia weddelifolia,HIGHERRANK,96,ACCEPTED,GENUS,Halenia,Halenia,Gentianaceae,Gentianales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
3494,Hamelia axillaris,EXACT,100,ACCEPTED,SPECIES,Hamelia axillaris,Hamelia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3495,Hamelia longipes,EXACT,100,ACCEPTED,SPECIES,Hamelia longipes,Hamelia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3496,Hamelia patens,EXACT,100,ACCEPTED,SPECIES,Hamelia patens,Hamelia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3497,Hamelia rostrata,EXACT,99,ACCEPTED,SPECIES,Hamelia rostrata,Hamelia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3498,Hampea appendiculata,EXACT,100,ACCEPTED,SPECIES,Hampea appendiculata,Hampea,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,
3499,Hampea nutricia,EXACT,100,ACCEPTED,SPECIES,Hampea nutricia,Hampea,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,
3500,Hancornia speciosa,EXACT,99,ACCEPTED,SPECIES,Hancornia speciosa,Hancornia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,
3501,Handroanthus,EXACT,96,ACCEPTED,GENUS,Handroanthus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3502,Handroanthus barbatus,EXACT,100,ACCEPTED,SPECIES,Handroanthus barbatus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3503,Handroanthus capitatus,EXACT,100,ACCEPTED,SPECIES,Handroanthus capitatus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3504,Handroanthus chrysanthus,EXACT,100,ACCEPTED,SPECIES,Handroanthus chrysanthus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3505,Handroanthus chrysotrichus,EXACT,100,ACCEPTED,SPECIES,Handroanthus chrysotrichus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3506,Handroanthus guayacan,EXACT,100,ACCEPTED,SPECIES,Handroanthus guayacan,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3507,Handroanthus heptaphyllus,EXACT,100,ACCEPTED,SPECIES,Handroanthus heptaphyllus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3508,Handroanthus impetiginosum,EXACT,100,ACCEPTED,SPECIES,Handroanthus impetiginosum,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3509,Handroanthus impetiginosus,FUZZY,98,ACCEPTED,SPECIES,Handroanthus impetiginosum,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,Tree,Life form obtained from: Fernandes MF; Cardoso D; de Queiroz LP. 2020. An updated plant checklist of the Brazilian Caatinga seasonally dry forests and woodlands reveals high species richness and endemism. J. Arid Environ. 174: 104079. doi:10.1016/j.jaridenv.2019.104079.
3510,Handroanthus incanus,EXACT,100,ACCEPTED,SPECIES,Handroanthus incanus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3511,Handroanthus obscurus,EXACT,100,ACCEPTED,SPECIES,Handroanthus obscurus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3512,Handroanthus ochraceus,EXACT,100,ACCEPTED,SPECIES,Handroanthus ochraceus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3513,Handroanthus selachidentatus,EXACT,100,ACCEPTED,SPECIES,Handroanthus selachidentatus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3514,Handroanthus serratifolius,EXACT,100,ACCEPTED,SPECIES,Handroanthus serratifolius,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3515,Handroanthus sp1,EXACT,96,ACCEPTED,GENUS,Handroanthus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3516,Handroanthus spongiosus,EXACT,100,ACCEPTED,SPECIES,Handroanthus spongiosus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,Tree,Life form obtained from: Fernandes MF; Cardoso D; de Queiroz LP. 2020. An updated plant checklist of the Brazilian Caatinga seasonally dry forests and woodlands reveals high species richness and endemism. J. Arid Environ. 174: 104079. doi:10.1016/j.jaridenv.2019.104079.
3517,Handroanthus umbellatus,EXACT,100,ACCEPTED,SPECIES,Handroanthus umbellatus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3518,Haploclathra cordata,EXACT,100,ACCEPTED,SPECIES,Haploclathra cordata,Haploclathra,Calophyllaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3519,Harpochilus neesianus,EXACT,99,ACCEPTED,SPECIES,Harpochilus neesianus,Harpochilus,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,
3520,Hasseltia floribunda,EXACT,100,ACCEPTED,SPECIES,Hasseltia floribunda,Hasseltia,Salicaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3521,Hasseltia hasseltomen,HIGHERRANK,95,ACCEPTED,GENUS,Hasseltia,Hasseltia,Salicaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
3522,Hasseltia sp,HIGHERRANK,95,ACCEPTED,GENUS,Hasseltia,Hasseltia,Salicaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3523,Havardia albicans,EXACT,100,ACCEPTED,SPECIES,Havardia albicans,Havardia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
3524,Havardia pallens,EXACT,100,ACCEPTED,SPECIES,Havardia pallens,Havardia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
3525,Haydenoxylon urbanianum,EXACT,100,ACCEPTED,SPECIES,Haydenoxylon urbanianum,Haydenoxylon,Celastraceae,Celastrales,Magnoliopsida,Tracheophyta,,
3526,Hebepetalum humirifolium,FUZZY,96,ACCEPTED,SPECIES,Hebepetalum humiriifolium,Hebepetalum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3527,Hebepetalum humiriifolia,FUZZY,96,ACCEPTED,SPECIES,Hebepetalum humiriifolium,Hebepetalum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3528,Hebepetalum humiriifolium,FUZZY,96,ACCEPTED,SPECIES,Hebepetalum humiriifolium,Hebepetalum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
3529,Hebestigma cubense,EXACT,100,ACCEPTED,SPECIES,Hebestigma cubense,Hebestigma,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
3530,Hechtia sp,EXACT,80,ACCEPTED,GENUS,Hechtia,Hechtia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,
3531,Hecistopteris pumila,EXACT,100,ACCEPTED,SPECIES,Hecistopteris pumila,Hecistopteris,Pteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,,
3532,Hedyosmum arborescens,EXACT,99,ACCEPTED,SPECIES,Hedyosmum arborescens,Hedyosmum,Chloranthaceae,Chloranthales,Magnoliopsida,Tracheophyta,,
3533,Hedyosmum bonplandianum,EXACT,99,ACCEPTED,SPECIES,Hedyosmum bonplandianum,Hedyosmum,Chloranthaceae,Chloranthales,Magnoliopsida,Tracheophyta,,
3534,Hedyosmum cuatrecazanum,EXACT,100,ACCEPTED,SPECIES,Hedyosmum cuatrecazanum,Hedyosmum,Chloranthaceae,Chloranthales,Magnoliopsida,Tracheophyta,,
3535,Hedyosmum goudotianum,EXACT,100,ACCEPTED,SPECIES,Hedyosmum goudotianum,Hedyosmum,Chloranthaceae,Chloranthales,Magnoliopsida,Tracheophyta,,
