Entry,TRYName,matchType,Confidence,GBIFStatus,rank,AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,GrowthForm,Notes
164,Ageratina dendroides,EXACT,100,SYNONYM,SPECIES,Raulinoreitzia crenulata,Raulinoreitzia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
165,Ageratina resiniflua,EXACT,100,ACCEPTED,SPECIES,Ageratina resiniflua,Ageratina,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
166,Ageratina sp,HIGHERRANK,95,ACCEPTED,GENUS,Ageratina,Ageratina,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
167,Ageratina tristis,EXACT,100,ACCEPTED,SPECIES,Ageratina tristis,Ageratina,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
168,Agonandra brasiliensis,EXACT,100,ACCEPTED,SPECIES,Agonandra brasiliensis,Agonandra,Opiliaceae,Santalales,Magnoliopsida,Tracheophyta,,
169,Agonandra macrocarpa,EXACT,100,ACCEPTED,SPECIES,Agonandra macrocarpa,Agonandra,Opiliaceae,Santalales,Magnoliopsida,Tracheophyta,,
170,Agonandra peruviana,EXACT,100,ACCEPTED,SPECIES,Agonandra peruviana,Agonandra,Opiliaceae,Santalales,Magnoliopsida,Tracheophyta,,
171,Agonandra racemosa,EXACT,100,ACCEPTED,SPECIES,Agonandra racemosa,Agonandra,Opiliaceae,Santalales,Magnoliopsida,Tracheophyta,,
172,Agonandra silvatica,EXACT,100,ACCEPTED,SPECIES,Agonandra silvatica,Agonandra,Opiliaceae,Santalales,Magnoliopsida,Tracheophyta,,
173,Agonandra sp,HIGHERRANK,95,ACCEPTED,GENUS,Agonandra,Agonandra,Opiliaceae,Santalales,Magnoliopsida,Tracheophyta,,
174,Agouticarpa isernii,EXACT,99,ACCEPTED,SPECIES,Agouticarpa isernii,Agouticarpa,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
175,Agrimonia parviflora,EXACT,99,ACCEPTED,SPECIES,Agrimonia parviflora,Agrimonia,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,,
176,Agrostis foliata,EXACT,100,ACCEPTED,SPECIES,Agrostis foliata,Agrostis,Poaceae,Poales,Liliopsida,Tracheophyta,Grass-Herb,
177,Aiouea,EXACT,96,ACCEPTED,GENUS,Aiouea,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
178,Aiouea acarodomatifera,EXACT,100,ACCEPTED,SPECIES,Aiouea acarodomatifera,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
179,Aiouea chavarriana,EXACT,100,ACCEPTED,SPECIES,Aiouea chavarriana,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
180,Aiouea effusa,EXACT,100,ACCEPTED,SPECIES,Aiouea effusa,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
181,Aiouea floccosa,EXACT,100,ACCEPTED,SPECIES,Aiouea floccosa,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
182,Aiouea grandifolia,EXACT,99,ACCEPTED,SPECIES,Aiouea grandifolia,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
183,Aiouea longipetiolata,EXACT,99,ACCEPTED,SPECIES,Aiouea longipetiolata,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
184,Aiouea montana,EXACT,100,ACCEPTED,SPECIES,Aiouea montana,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,NGEE-Tropics entry
185,Aiouea napoensis,EXACT,100,ACCEPTED,SPECIES,Aiouea napoensis,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
186,Aiouea sp,EXACT,80,ACCEPTED,GENUS,Aiouea,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
187,Aiouea zapatae,EXACT,100,ACCEPTED,SPECIES,Aiouea zapatae,Aiouea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
188,Aiphanes hirsuta,EXACT,100,ACCEPTED,SPECIES,Aiphanes hirsuta,Aiphanes,Arecaceae,Arecales,Liliopsida,Tracheophyta,Palm,
189,Aiphanes ulei,EXACT,100,ACCEPTED,SPECIES,Aiphanes ulei,Aiphanes,Arecaceae,Arecales,Liliopsida,Tracheophyta,,
190,Albizia adinocephala,EXACT,99,ACCEPTED,SPECIES,Albizia adinocephala,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
191,Albizia berteriana,EXACT,99,ACCEPTED,SPECIES,Albizia berteriana,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
192,Albizia carbonaria,EXACT,100,ACCEPTED,SPECIES,Albizia carbonaria,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
193,Albizia duckeana,EXACT,100,SYNONYM,SPECIES,Balizia elegans,Balizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
194,Albizia guachapele,EXACT,100,SYNONYM,SPECIES,Pseudosamanea guachapele,Pseudosamanea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
195,Albizia hassleri,EXACT,100,ACCEPTED,SPECIES,Albizia niopoides,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
196,Albizia multiflora,EXACT,100,ACCEPTED,SPECIES,Albizia multiflora,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
197,Albizia niopoides,EXACT,100,ACCEPTED,SPECIES,Albizia niopoides,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
198,Albizia pedicellaris,EXACT,100,SYNONYM,SPECIES,Balizia pedicellaris,Balizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
199,Albizia polycephala,EXACT,99,ACCEPTED,SPECIES,Albizia polycephala,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
200,Albizia procera,EXACT,100,ACCEPTED,SPECIES,Albizia procera,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
201,Albizia saman,EXACT,99,SYNONYM,SPECIES,Samanea saman,Samanea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
202,Albizia tomentosa,EXACT,100,ACCEPTED,SPECIES,Albizia tomentosa,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
203,Alchemilla propinqua,EXACT,99,ACCEPTED,SPECIES,Alchemilla propinqua,Alchemilla,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,,
204,Alchemilla sp,EXACT,80,ACCEPTED,GENUS,Alchemilla,Alchemilla,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,,
205,Alchornea,EXACT,96,ACCEPTED,GENUS,Alchornea,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,NGEE-Tropics entry
206,Alchornea acutifolia,EXACT,100,ACCEPTED,SPECIES,Alchornea acutifolia,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
207,Alchornea anamariae,EXACT,100,ACCEPTED,SPECIES,Alchornea anamariae,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
208,Alchornea castaneifolia,EXACT,99,ACCEPTED,SPECIES,Alchornea castaneifolia,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
209,Alchornea costaricensis,EXACT,100,ACCEPTED,SPECIES,Alchornea costaricensis,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
210,Alchornea discolor,EXACT,99,ACCEPTED,SPECIES,Alchornea discolor,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
211,Alchornea glandulosa,EXACT,99,ACCEPTED,SPECIES,Alchornea glandulosa,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
212,Alchornea latifolia,EXACT,99,ACCEPTED,SPECIES,Alchornea latifolia,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
213,Alchornea pearcei,EXACT,100,ACCEPTED,SPECIES,Alchornea pearcei,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
214,Alchornea triplinervia,EXACT,100,ACCEPTED,SPECIES,Alchornea triplinervia,Alchornea,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
215,Alchorneopsis floribunda,EXACT,100,ACCEPTED,SPECIES,Alchorneopsis floribunda,Alchorneopsis,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
216,Aldina heterophylla,EXACT,100,ACCEPTED,SPECIES,Aldina heterophylla,Aldina,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
217,Aldina kunhardtiana,EXACT,100,ACCEPTED,SPECIES,Aldina kunhardtiana,Aldina,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
218,Alexa grandiflora,EXACT,100,ACCEPTED,SPECIES,Alexa grandiflora,Alexa,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
219,Alexa imperatricis,EXACT,99,ACCEPTED,SPECIES,Alexa imperatricis,Alexa,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
220,Alexa wachenheimii,EXACT,100,ACCEPTED,SPECIES,Alexa wachenheimii,Alexa,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
221,Alibertia atlantica,EXACT,100,ACCEPTED,SPECIES,Alibertia atlantica,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
222,Alibertia claviflora,EXACT,99,ACCEPTED,SPECIES,Alibertia claviflora,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
223,Alibertia curviflora,EXACT,100,ACCEPTED,SPECIES,Alibertia curviflora,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
224,Alibertia dwyeri,EXACT,100,ACCEPTED,SPECIES,Alibertia dwyeri,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
225,Alibertia edulis,EXACT,99,ACCEPTED,SPECIES,Alibertia edulis,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
226,Alibertia jorge,MANUAL,95,ACCEPTED,GENUS,Alibertia,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
227,Alibertia lance,MANUAL,95,ACCEPTED,GENUS,Alibertia,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
228,Alibertia patinoi,EXACT,100,ACCEPTED,SPECIES,Alibertia patinoi,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
229,Alibertia pelitos,MANUAL,100,SYNONYM,SPECIES,Cordiera pilosa,Cordiera,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Epithet misspelt; replaced with similar epithet and checked for occurrence in the sampled region
230,Alibertia pilosa,EXACT,100,SYNONYM,SPECIES,Cordiera pilosa,Cordiera,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
231,Allagoptera arenaria,EXACT,100,ACCEPTED,SPECIES,Allagoptera arenaria,Allagoptera,Arecaceae,Arecales,Liliopsida,Tracheophyta,,
232,Allagoptera campestris,EXACT,100,ACCEPTED,SPECIES,Allagoptera campestris,Allagoptera,Arecaceae,Arecales,Liliopsida,Tracheophyta,,
233,Allamanda blanchetii,EXACT,100,ACCEPTED,SPECIES,Allamanda blanchetii,Allamanda,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,
234,Allamanda cathartica,EXACT,99,ACCEPTED,SPECIES,Allamanda cathartica,Allamanda,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,
235,Allantoma decandra,EXACT,100,ACCEPTED,SPECIES,Allantoma decandra,Allantoma,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
236,Allantoma integrifolia,EXACT,100,ACCEPTED,SPECIES,Allantoma integrifolia,Allantoma,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
237,Allophylus amazonicus,EXACT,100,ACCEPTED,SPECIES,Allophylus amazonicus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
238,Allophylus angustatus,EXACT,100,ACCEPTED,SPECIES,Allophylus angustatus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
239,Allophylus camptostachys,EXACT,100,ACCEPTED,SPECIES,Allophylus camptostachys,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
240,Allophylus cobbe,EXACT,99,ACCEPTED,SPECIES,Allophylus cobbe,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
241,Allophylus cominia,EXACT,100,ACCEPTED,SPECIES,Allophylus cominia,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
242,Allophylus compostachis,MANUAL,96,ACCEPTED,GENUS,Allophylus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept the genus as it is common at the sampling location
243,Allophylus crassinervis,EXACT,100,ACCEPTED,SPECIES,Allophylus crassinervis,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
244,Allophylus divaricatus,EXACT,100,ACCEPTED,SPECIES,Allophylus divaricatus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
245,Allophylus edulis,EXACT,99,ACCEPTED,SPECIES,Allophylus edulis,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
246,Allophylus gentryi,EXACT,100,ACCEPTED,SPECIES,Allophylus gentryi,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
247,Allophylus glabra,FUZZY,93,ACCEPTED,SPECIES,Allophylus glabratus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
248,Allophylus glabratus,EXACT,100,ACCEPTED,SPECIES,Allophylus glabratus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
249,Allophylus jamaicensis,EXACT,100,ACCEPTED,SPECIES,Allophylus jamaicensis,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
250,Allophylus laevigatus,EXACT,100,ACCEPTED,SPECIES,Allophylus laevigatus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
251,Allophylus latifolius,EXACT,100,ACCEPTED,SPECIES,Allophylus latifolius,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
252,Allophylus loretensis,EXACT,99,ACCEPTED,SPECIES,Allophylus loretensis,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
253,Allophylus pilosus,EXACT,99,ACCEPTED,SPECIES,Allophylus pilosus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
254,Allophylus psilospermus,EXACT,100,ACCEPTED,SPECIES,Allophylus psilospermus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
255,Allophylus punctatus,EXACT,100,ACCEPTED,SPECIES,Allophylus punctatus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
256,Allophylus quercifolius,EXACT,100,ACCEPTED,SPECIES,Allophylus quercifolius,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,Tree,Life form obtained from: Fernandes MF; Cardoso D; de Queiroz LP. 2020. An updated plant checklist of the Brazilian Caatinga seasonally dry forests and woodlands reveals high species richness and endemism. J. Arid Environ. 174: 104079. doi:10.1016/j.jaridenv.2019.104079.
257,Allophylus racemosus,EXACT,99,ACCEPTED,SPECIES,Allophylus racemosus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
258,Allophylus scrobiculatus,EXACT,100,ACCEPTED,SPECIES,Allophylus scrobiculatus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
259,Allophylus sericeus,EXACT,100,ACCEPTED,SPECIES,Allophylus sericeus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
260,Allophylus sp,EXACT,80,ACCEPTED,GENUS,Allophylus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
261,Allophylus sp1,EXACT,96,ACCEPTED,GENUS,Allophylus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
262,Alnus acuminata,EXACT,100,ACCEPTED,SPECIES,Alnus acuminata,Alnus,Betulaceae,Fagales,Magnoliopsida,Tracheophyta,,
263,Alnus sp,HIGHERRANK,95,ACCEPTED,GENUS,Alnus,Alnus,Betulaceae,Fagales,Magnoliopsida,Tracheophyta,,
264,Alseis blackiana,EXACT,100,ACCEPTED,SPECIES,Alseis blackiana,Alseis,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
265,Alseis labatioides,EXACT,99,ACCEPTED,SPECIES,Alseis labatioides,Alseis,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
266,Alseis lugonis,EXACT,100,ACCEPTED,SPECIES,Alseis lugonis,Alseis,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
267,Alseis microcarpa,EXACT,100,ACCEPTED,SPECIES,Alseis microcarpa,Alseis,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
268,Alseis pickelii,EXACT,100,ACCEPTED,SPECIES,Alseis pickelii,Alseis,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
269,Alseis yucatanensis,EXACT,100,ACCEPTED,SPECIES,Alseis yucatanensis,Alseis,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
270,Alsophila cuspidata,EXACT,100,ACCEPTED,SPECIES,Alsophila cuspidata,Alsophila,Cyatheaceae,Cyatheales,Polypodiopsida,Tracheophyta,,
271,Alsophila setosa,EXACT,100,ACCEPTED,SPECIES,Alsophila setosa,Alsophila,Cyatheaceae,Cyatheales,Polypodiopsida,Tracheophyta,,
272,Alternanthera brasiliana,EXACT,100,ACCEPTED,SPECIES,Alternanthera brasiliana,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,
273,Alternanthera crucis,EXACT,100,ACCEPTED,SPECIES,Alternanthera crucis,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,
274,Alternanthera ficoidea,EXACT,99,ACCEPTED,SPECIES,Alternanthera ficoidea,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,
275,Alvaradoa amorphoides,EXACT,100,ACCEPTED,SPECIES,Alvaradoa amorphoides,Alvaradoa,Picramniaceae,Picramniales,Magnoliopsida,Tracheophyta,,
276,Alzatea verticillata,EXACT,100,ACCEPTED,SPECIES,Alzatea verticillata,Alzatea,Alzateaceae,Myrtales,Magnoliopsida,Tracheophyta,,
277,Amadai,HIGHERRANK,99,ACCEPTED,KINGDOM,,,,,,,,Common name provided but it is misspelt; cannot infer the correct name
278,Amaioua corymbosa,EXACT,100,SYNONYM,SPECIES,Amaioua glomerulata,Amaioua,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
279,Amaioua glomerulata,EXACT,100,ACCEPTED,SPECIES,Amaioua glomerulata,Amaioua,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
280,Amaioua guianensis,EXACT,100,ACCEPTED,SPECIES,Amaioua guianensis,Amaioua,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
281,Amaioua guianensis var. guianensis,EXACT,100,SYNONYM,SPECIES,Amaioua guianensis,Amaioua,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
282,Amaioua intermedia,EXACT,99,ACCEPTED,SPECIES,Amaioua intermedia,Amaioua,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
283,Amaioua sp1,EXACT,96,ACCEPTED,GENUS,Amaioua,Amaioua,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
284,Amanoa congesta,EXACT,100,ACCEPTED,SPECIES,Amanoa congesta,Amanoa,Phyllanthaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
285,Amanoa guianensis,EXACT,100,ACCEPTED,SPECIES,Amanoa guianensis,Amanoa,Phyllanthaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
286,Amapa amargoso,MANUAL,99,ACCEPTED,SPECIES,Brosimum guianense,Brosimum,Moraceae,Rosales,Magnoliopsida,Tracheophyta,Tree,Common name provided; used literature and location to assign species
287,Amapa doce,MANUAL,100,ACCEPTED,SPECIES,Brosimum parinarioides,Brosimum,Moraceae,Rosales,Magnoliopsida,Tracheophyta,Tree,Common name provided; used literature and location to assign species
288,Amapa roxo,MANUAL,96,ACCEPTED,GENUS,Brosimum,Brosimum,Moraceae,Rosales,Magnoliopsida,Tracheophyta,Tree,Common name provided; used literature and location to assign genus; too many species with the same common name
289,Amapai,MANUAL,96,ACCEPTED,GENUS,Brosimum,Brosimum,Moraceae,Rosales,Magnoliopsida,Tracheophyta,Tree,Common name provided; used literature and location to assign genus; too many species with the same common name
290,Amarelao,MANUAL,100,ACCEPTED,SPECIES,Euxylophora paraensis,Euxylophora,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,Tree,Common name provided; assumed amarelinho; used literature and location to assign name
291,Amarelinho,MANUAL,100,ACCEPTED,SPECIES,Euxylophora paraensis,Euxylophora,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,Tree,Common name provided; used literature and location to assign species
292,Amavai,HIGHERRANK,99,ACCEPTED,KINGDOM,,,,,,,,Common name provided but it is misspelt; cannot infer the correct name
293,Ambelania acida,EXACT,100,ACCEPTED,SPECIES,Ambelania acida,Ambelania,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,
294,Ambelania occidentalis,EXACT,100,ACCEPTED,SPECIES,Ambelania occidentalis,Ambelania,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,
295,Amburana cearencis,EXACT,100,ACCEPTED,SPECIES,Amburana cearensis,Amburana,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,Life form obtained from: Fernandes MF; Cardoso D; de Queiroz LP. 2020. An updated plant checklist of the Brazilian Caatinga seasonally dry forests and woodlands reveals high species richness and endemism. J. Arid Environ. 174: 104079. doi:10.1016/j.jaridenv.2019.104079.
296,Amburana cearenses,FUZZY,96,ACCEPTED,SPECIES,Amburana cearensis,Amburana,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
297,Amburana cearensis,EXACT,100,ACCEPTED,SPECIES,Amburana cearensis,Amburana,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,Life form obtained from: Fernandes MF; Cardoso D; de Queiroz LP. 2020. An updated plant checklist of the Brazilian Caatinga seasonally dry forests and woodlands reveals high species richness and endemism. J. Arid Environ. 174: 104079. doi:10.1016/j.jaridenv.2019.104079.
298,Ampelocera edentula,EXACT,100,ACCEPTED,SPECIES,Ampelocera edentula,Ampelocera,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,
299,Ampelocera hottlei,EXACT,100,ACCEPTED,SPECIES,Ampelocera hottlei,Ampelocera,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,
300,Ampelocera longissima,EXACT,100,ACCEPTED,SPECIES,Ampelocera longissima,Ampelocera,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,
301,Ampelocera macrocarpa,EXACT,100,ACCEPTED,SPECIES,Ampelocera macrocarpa,Ampelocera,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,
302,Ampelocera ruizii,EXACT,100,ACCEPTED,SPECIES,Ampelocera ruizii,Ampelocera,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,
303,Amphilophium crucigerum,EXACT,100,ACCEPTED,SPECIES,Amphilophium crucigerum,Amphilophium,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
304,Amphilophium elongatum,EXACT,100,ACCEPTED,SPECIES,Amphilophium elongatum,Amphilophium,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
305,Amphilophium granulosum,EXACT,100,ACCEPTED,SPECIES,Amphilophium granulosum,Amphilophium,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
306,Amphilophium paniculatum,EXACT,100,ACCEPTED,SPECIES,Amphilophium paniculatum,Amphilophium,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
307,Amphilophium pannosum,EXACT,100,ACCEPTED,SPECIES,Amphilophium pannosum,Amphilophium,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
308,Amphiodon effusus,EXACT,100,SYNONYM,SPECIES,Amphiodon effusus,Amphiodon,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
309,Amphipterygium adstringens,EXACT,99,ACCEPTED,SPECIES,Amphipterygium adstringens,Amphipterygium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,
310,Amphipterygium simplicifolium,EXACT,100,ACCEPTED,SPECIES,Amphipterygium simplicifolium,Amphipterygium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,
311,Amphirrhox longifolia,EXACT,100,ACCEPTED,SPECIES,Amphirrhox longifolia,Amphirrhox,Violaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
312,Amphitecna kennedyi,EXACT,100,SYNONYM,SPECIES,Amphitecna kennedyae,Amphitecna,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
313,Amphitecna tuxtlensis,EXACT,100,ACCEPTED,SPECIES,Amphitecna tuxtlensis,Amphitecna,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
314,Amyris balsamifera,EXACT,100,ACCEPTED,SPECIES,Amyris balsamifera,Amyris,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,,
315,Amyris elemifera,EXACT,99,ACCEPTED,SPECIES,Amyris elemifera,Amyris,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,,
316,Amyris macrocarpa,EXACT,100,ACCEPTED,SPECIES,Amyris macrocarpa,Amyris,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,,
317,Anacardium excelsum,EXACT,100,ACCEPTED,SPECIES,Anacardium excelsum,Anacardium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,
318,Anacardium giganteum,EXACT,99,ACCEPTED,SPECIES,Anacardium giganteum,Anacardium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,
319,Anacardium humile,EXACT,99,ACCEPTED,SPECIES,Anacardium humile,Anacardium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,
320,Anacardium nanum,EXACT,100,ACCEPTED,SPECIES,Anacardium nanum,Anacardium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,NGEE-Tropics entry
321,Anacardium occidentale,EXACT,99,ACCEPTED,SPECIES,Anacardium occidentale,Anacardium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,
322,Anacardium spruceanum,EXACT,99,ACCEPTED,SPECIES,Anacardium spruceanum,Anacardium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,
